grdc_no,river,station,area,altitude,lat_org,long_org,lat_pp,long_pp,dist_km,area_calc,quality,type,comment,source
4234850.0,BAYFIELD RIVER,NEAR VARNA,466.0,230.0,43.5508,-81.5894,43.5508333333334,-81.5891666666667,0.0,462.85,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4234900.0,AUSABLE RIVER,NEAR SPRINGBANK,865.0,-999.0,43.0722,-81.6597,43.0725,-81.66,0.0,865.83,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4235100.0,GRAND RIVER,BRANTFORD,5210.0,-999.0,43.1322,-80.2669,43.1325,-80.26667,0.0,5207.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4235101.0,GRAND RIVER,GALT,3520.0,-999.0,43.3528,-80.3169,43.3525,-80.31583,0.1,3527.8,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4235190.0,SYDENHAM RIVER,NEAR ALVINSTON,730.0,-999.0,42.83,-81.8525,42.83,-81.8525,0.0,700.82,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4235191.0,SYDENHAM RIVER,FLORENCE,1160.0,-999.0,42.65,-82.0089,42.65,-82.00833,0.0,1142.8,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4235200.0,SYDENHAM RIVER,STRATHROY,172.0,225.0,42.9597,-81.6283,42.96,-81.62833,0.0,170.98,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4235300.0,THAMES RIVER,THAMESVILLE,4300.0,-999.0,42.545,-81.9678,42.54542,-81.96792,0.0,4400.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4235301.0,THAMES RIVER,BYRON,3110.0,-999.0,42.9631,-81.3319,42.9625,-81.3325,0.1,3108.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4235400.0,BIG OTTER CREEK,TILLSONBURG,342.0,205.0,42.8611,-80.7194,42.8604166666667,-80.7204166666667,0.1,318.1,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4235490.0,NITH RIVER,NEW HAMBURG,552.0,-999.0,43.3775,-80.7114,43.3771,-80.7104,0.1,542.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4235500.0,NITH RIVER,NEAR CANNING,1030.0,245.0,43.1906,-80.4547,43.19,-80.45417,0.1,1000.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4236010.0,NIAGARA RIVER,QUEENSTON,686000.0,76.0,43.1569,-79.0472,43.1562,-79.0438,0.3,683805.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4236050.0,TWENTY MILE CREEK,BALLS  FALLS,293.0,-999.0,43.1339,-79.3833,43.13417,-79.38333,0.0,296.7,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4236100.0,EAST SIXTEEN MILE CREEK,NEAR OMAGH,199.0,165.0,43.4986,-79.7778,43.49833,-79.77667,0.1,189.03,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4236300.0,EAST HUMBER RIVER,NEAR PINE GROVE,197.0,-999.0,43.7894,-79.585,43.7896,-79.5854,0.0,196.6,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4236500.0,WILMOT CREEK,NEAR NEWCASTLE,82.6,95.0,43.9297,-78.6183,43.93,-78.61833,0.0,81.395,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4236600.0,TRENT RIVER,HEALEY FALLS,9090.0,-999.0,44.3706,-77.7783,44.3725,-77.77667,0.2,9144.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4236700.0,MOIRA RIVER,NEAR FOXBORO,2620.0,-999.0,44.2539,-77.4194,44.25375,-77.41875,0.1,2602.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4236800.0,SKOOTAMATTA RIVER,NEAR ACTINOLITE,678.0,-999.0,44.5496,-77.3281,44.54917,-77.32833,0.1,681.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243015.0,BLANCHE RIVER,ABOVE ENGLEHART,1780.0,-999.0,47.8891,-79.8793,47.88958,-79.88042,0.1,1790.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243040.0,"KINOJEVIS, RIVIERE",EN AVAL DU LAC PREISSAC,984.0,-999.0,48.4056,-78.3642,48.4062,-78.3646,0.1,990.2,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4243050.0,OTTAWA RIVER,LA CAVE RAPIDS,47900.0,180.0,46.3778,-78.7233,46.37833,-78.725,0.1,50038.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243055.0,"MAGANASIPI, RIVIERE",LAC JOHNSON,575.0,195.0,46.3317,-78.3483,46.3316666666667,-78.3475,0.1,503.88,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
4243070.0,BONNECHERE RIVER,EAR CASTLEFORD,2380.0,-999.0,45.4969,-76.5639,45.4970833333333,-76.56375,0.0,2681.2,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
4243080.0,RIVIERE GATINEAU,AUX RAPIDES CEIZUR,6840.0,-999.0,47.0836,-75.7536,47.08292,-75.75208,0.1,7017.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243100.0,OTTAWA RIVER,CHATS FALLS,89600.0,70.0,45.475,-76.2392,45.4771,-76.2479,0.7,88434.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4243101.0,OTTAWA RIVER,AU BARRAGE DE CARILLON,143000.0,-999.0,45.57,-74.3928,45.5688,-74.3938,0.2,144357.9,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4243140.0,SOUTH NATION RIVER,PRES DE COTE-SAINT-PIERRE,1300.0,-999.0,45.8275,-75.0717,45.8275,-75.07167,0.0,1228.6,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4243141.0,SOUTH NATION RIVER,PRES DE RIPON,1330.0,-999.0,45.7917,-75.0914,45.79167,-75.09167,0.0,1254.9,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4243150.0,SAINT LAWRENCE RIVER,CORNWALL,774000.0,47.0,45.0058,-74.7953,45.0021,-74.7938,0.4,773358.2,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4243151.0,SAINT LAWRENCE RIVER,LASALLE,-999.0,-999.0,45.415,-73.6236,45.4104,-73.6229,0.5,934739.7,High,Automatic,Station and river name could be identified,hydrosheds
4243160.0,RAISIN RIVER,NEAR WILLIAMSTOWN,404.0,55.0,45.1553,-74.6383,45.15583,-74.63833,0.1,370.08,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4243170.0,SOUTH NATION RIVER,SPENCERVILLE,246.0,-999.0,44.8423,-75.5444,44.84208,-75.54458,0.0,223.0,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4243200.0,"SAINT LOUIS, RUISSEAU",EMBOUCHURE,39.9,372.0,46.3747,-74.5033,46.37458,-74.50292,0.0,38.671,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243210.0,"L'ASSOMPTION, RIVIERE",JOLIETTE,1340.0,53.0,46.0103,-73.4275,46.0104,-73.4271,0.0,1314.7,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4243215.0,"ROUGE, RIVIERE",ROUGE,5460.0,-999.0,45.7364,-74.6897,45.73708,-74.68875,0.1,5509.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243220.0,"ANGLAIS, RIVIERE DES",RIVERFIELD,686.0,37.0,45.175,-73.845,45.1758333333333,-73.8466666666667,0.2,677.09,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243230.0,RIVIERE DES MILLE ILES,EN AVAL DU LAC DES DEUX MONTAGNES,146000.0,-999.0,45.5417,-73.8731,45.455,-73.997,13.6,148250.0,High,Manual,"Station and river name could be identified, area difference <= 5%",merit
4243240.0,RIVIERE RICHELIEU,RAPIDES FRYERS,22000.0,-999.0,45.3983,-73.2589,45.39833,-73.25667,0.2,22110.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243250.0,"DAVID, RIVIERE",SAINT-DAVID,342.0,12.0,45.9536,-72.8594,45.95417,-72.85917,0.1,322.55,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4243270.0,RIVIERE SAINT-FRANCOIS,A LA CENTRALE DE HEMMING FALLS,9610.0,-999.0,45.8617,-72.4531,45.86167,-72.45333,0.0,9613.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243275.0,"SAINT-GERMAIN, RIVIERE",DRUMMONDVILLE,280.0,-999.0,45.8767,-72.5111,45.87667,-72.51083,0.0,271.08,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243280.0,RIVIERE EATON,PRES DE LA RIVIERE SAINT-FRANCOIS-3,642.0,198.0,45.4672,-71.6553,45.4675,-71.655,0.0,646.41,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243290.0,RIVIERE AUX SAUMONS,EN AMONT DU RUISSEAU MOFFAT,746.0,274.0,45.5806,-71.3867,45.58083,-71.38583,0.1,736.95,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243300.0,RIVIERE SAINT-MAURICE,CENTRALE DE GRANDE-MERE,42000.0,99.0,46.6158,-72.6794,46.61542,-72.67792,0.1,41025.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243301.0,RIVIERE SAINT-MAURICE,EN AVAL DU BARRAGE GOUIN,9480.0,-999.0,48.3361,-74.0586,48.3375,-74.05583,0.3,8695.5,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4243310.0,RIVIERE CROCHE,EN AVAL DU RUISSEAU CHANGY,1570.0,183.0,47.7672,-72.7367,47.7675,-72.73583,0.1,1571.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243315.0,"BECANCOUR, RIVIERE",LYSTER,1410.0,-999.0,46.3689,-71.6225,46.36875,-71.62292,0.0,1425.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4243320.0,RIVIERE BEAURIVAGE,SAINTE-ETIENNE,709.0,-999.0,46.6592,-71.2886,46.65875,-71.28792,0.1,747.56,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4243330.0,RIVIERE SAINTE-ANNE,CHUTE-PANET-1,1550.0,129.0,46.8528,-71.8775,46.8521,-71.8771,0.1,1560.1,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4243340.0,"BECANCOUR, RIVIERE",EN AMONT DE LA RIVIERE PALMER,622.0,180.0,46.3061,-71.4514,46.3054166666667,-71.4504166666667,0.1,921.15,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
4243360.0,RIVIERE CHAUDIERE,SAINT-LAMBERT-DE-LEVIS,5820.0,-999.0,46.5878,-71.2164,46.5875,-71.215,0.1,5784.5,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244015.0,POINT WOLFE RIVER,AT FUNDY NATIONAL PARK,130.0,-999.0,45.5586,-65.016,45.55875,-65.01542,0.0,136.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244020.0,WEST RIVER,AT RIVERDALE,70.1,-999.0,46.2314,-63.3511,46.23083,-63.35167,0.1,70.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244025.0,MIDDLE BROOK,NEAR GAMBO,275.0,-999.0,48.8074,-54.2226,48.8075,-54.2225,0.0,266.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244030.0,SOUTHWEST BROOK,AT TERRA NOVA NATIONAL PARK,36.7,-999.0,48.6077,-53.9789,48.6075,-53.97917,0.0,38.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244035.0,COME BY CHANCE RIVER,NEAR GOOBIES,43.3,-999.0,47.9188,-53.9487,47.91917,-53.94917,0.1,45.4,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244040.0,SOUTHERN BAY RIVER,NEAR SOUTHERN BAY,67.4,-999.0,48.3807,-53.6739,48.3812,-53.6729,0.1,70.71,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244301.0,EAGLE RIVER,BELOW HARP LAKE,10900.0,-999.0,53.5343,-57.4939,53.53333,-57.49167,0.2,11000.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244350.0,"AULNAIES, RUISSEAU DES",PRES DU RUISSEAU DES EAUX VOLEES,3.57,732.0,47.2725,-71.1608,47.2666666666667,-71.1858333333333,2.0,3.4536,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244370.0,RIVIERE DU SUD,ARTHURVILLE,821.0,84.0,46.8206,-70.7569,46.82083,-70.75667,0.0,820.65,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244400.0,ASHUANIPI RIVER,BELOW WIGHTMAN LAKE,8310.0,518.0,53.2278,-66.2067,53.2271,-66.2062,0.1,8374.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244410.0,RIVIERE PERIBONKA,CENTRALE DE CHUTE-A-LA-SAVANE,26900.0,149.0,48.7542,-71.84,48.75375,-71.83958,0.1,27440.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244420.0,"PERIBONKA, PETITE RIVIERE",EN AMONT ROUTE 169,1090.0,104.0,48.8142,-72.0478,48.8141666666667,-72.0475,0.0,1014.8,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4244430.0,SAGUENAY RIVER,CENTRALE D'ISLE MALIGNE,73000.0,100.0,48.5772,-71.6353,48.5771,-71.6354,0.0,72804.5,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244440.0,"SAGUENAY, PETITE RIVIERE",EN AMONT ROUTE 170,736.0,43.0,48.1861,-70.0506,48.18625,-70.04958,0.1,708.49,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244450.0,KANAIRIKTOK RIVER,BELOW SNEGAMOOK LAKE,8930.0,-999.0,54.6236,-60.9772,54.625,-60.9775,0.2,9136.7,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244460.0,NASKAUPI RIVER,BELOW NASKAUPI LAKE,4480.0,140.0,54.1317,-61.4292,54.13167,-61.42917,0.0,4307.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244470.0,COAL BRANCH RIVER,BEERSVILLE,166.0,-999.0,46.4439,-65.0649,46.44333,-65.06417,0.1,176.0,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4244500.0,CHURCHILL RIVER,ABOVE UPPER MUSKRAT FALLS,92500.0,16.0,53.2478,-60.7892,53.2521,-60.7896,0.5,91677.0,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244501.0,CHURCHILL RIVER,CHURCHILL FALLS POWERHOUSE,69200.0,-999.0,53.5361,-63.9642,53.5354,-63.9688,0.3,46254.1,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
4244510.0,RIVIERE PORTNEUF,EN AMONT DES CHUTES PHILIAS,2010.0,65.0,48.6617,-69.1669,48.6562,-69.1688,0.6,2416.7,Low,Automatic,Area difference 10-50% and distance <= 5 km,hydrosheds
4244520.0,RIVIERE RIMOUSKI,EN AMONT ROUTE 132,1590.0,24.0,48.4133,-68.5561,48.41333,-68.55583,0.0,1603.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244550.0,ALEXIS RIVER,NEAR PORT HOPE SIMPSON,2310.0,150.0,52.6492,-56.8714,52.64917,-56.87167,0.0,2290.1,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244555.0,RIVER INHABITANTS,GLENORA,193.0,-999.0,45.7202,-61.2861,45.72,-61.28583,0.0,194.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244580.0,RIVIERE AUX OUTARDES,CENTRALE NO.3,17900.0,231.0,49.5583,-68.7208,49.5562,-68.7188,0.3,17782.5,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244600.0,RIVIERE AUX OUTARDES,CENTRALE DE CHUTE-AUX-OUTARDES,18900.0,58.0,49.155,-68.4044,49.155,-68.40583,0.1,19029.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244605.0,RIVIERE MANICOUAGAN,CENTRALE NO.2,45600.0,61.0,49.335,-68.3475,49.3354,-68.3479,0.1,45654.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244610.0,LITTLE MECATINA RIVER,ABOVE LAC FOURMONT,4540.0,300.0,52.2283,-61.3225,52.22917,-61.3225,0.1,4469.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244620.0,RIVIERE MANICOUAGAN,CENTRALE MCCORMICK,45800.0,37.0,49.2014,-68.3389,49.2021,-68.3396,0.1,45794.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244630.0,"NATASHQUAN, RIVIERE",EN AVAL DE LA RIVIERE NATASHQUAN EST,11600.0,-999.0,51.1417,-61.6111,51.14208,-61.60958,0.1,11492.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244635.0,"NATASHQUAN, RIVIERE",EN AVAL DE LA DECHARGE DU LAC ALIESTE,15600.0,43.0,50.4272,-61.7136,50.4271,-61.7146,0.1,15590.7,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244640.0,"NATASHQUAN, RIVIERE",PRES DE L'EMBOUCHURE,16000.0,-999.0,50.19,-61.59,50.1896,-61.5896,0.1,16045.0,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244650.0,"ETAMAMIOU, RIVIERE",PRES DE L'EMBOUCHURE,2950.0,76.0,50.3836,-59.9908,50.38333,-59.99,0.1,2933.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244655.0,LITTLE MECATINA RIVER,EN AVAL DU LAC BRETON,12100.0,275.0,51.8436,-60.1247,51.845,-60.12083,0.3,12073.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244660.0,LITTLE MECATINA RIVER,EN AMONT DE LA RIVIERE NETAGAMIOU,19100.0,50.0,50.8686,-59.5992,50.85167,-59.59833,1.9,19073.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244710.0,SAINTE GENEVIEVE RIVER,NEAR FORRESTERS POINT,306.0,8.0,51.1383,-56.7922,51.1354,-56.7938,0.3,315.7,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244720.0,TORRENT RIVER,BRISTOL'S POOL,624.0,15.0,50.6075,-57.1511,50.6075,-57.15083,0.0,618.15,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244725.0,CARAQUET RIVER,BURNSVILLE,173.0,-999.0,47.7056,-65.1554,47.70542,-65.15542,0.0,178.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244730.0,UPPER HUMBER RIVER,NEAR REIDVILLE,2110.0,-999.0,49.2406,-57.3625,49.24042,-57.36208,0.0,2128.5,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244735.0,UGJOKTOK RIVER,BELOW HARP LAKE,7570.0,-999.0,55.2341,-61.3017,55.23333,-61.30167,0.1,7360.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244740.0,INDIAN BROOK,INDIAN FALLS,974.0,-999.0,49.5119,-56.1125,49.51167,-56.1125,0.0,965.68,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244750.0,LEWASEECHJEECH BROOK,LITTLE GRAND LAKE,470.0,150.0,48.6222,-57.9333,48.62208,-57.93292,0.0,479.08,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244755.0,JACQUET RIVER,NEAR DURHAM CENTRE,510.0,-999.0,47.8938,-66.0252,47.89417,-66.025,0.0,499.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244756.0,MIRAMICHI RIVER,TROUT BROOK,948.0,-999.0,47.0947,-65.8365,47.09458,-65.83708,0.0,972.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244760.0,EXPLOITS RIVER,GRAND FALLS,4400.0,-999.0,48.9306,-55.6686,48.9312,-55.6688,0.1,9500.0,Medium,Manual,"Location seems correct, but GRDC area seems wrong",hydrosheds
4244770.0,GANDER RIVER,BIG CHUTE,4400.0,15.0,49.0153,-54.8536,49.015,-54.85333,0.0,4441.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244780.0,BAY DU NORD RIVER,BIG FALLS,1170.0,15.0,47.7467,-55.4417,47.74708,-55.44042,0.1,1186.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244785.0,GARNISH RIVER,NEAR GARNISH,205.0,-999.0,47.2139,-55.3292,47.2146,-55.3271,0.2,213.4,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244788.0,PIPERS HOLE RIVER,MOTHERS BROOK,764.0,-999.0,47.9469,-54.2856,47.9479,-54.2854,0.1,769.3,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244790.0,NORTHWEST BROOK,NORTHWEST POND,54.0,120.0,46.8522,-53.3031,46.8516666666667,-53.3033333333333,0.1,79.52,Low,Automatic,Area difference 10-50% and distance <= 5 km,merit
4244792.0,NORTHEAST POND RIVER,NORTHEAST POND,3.9,-999.0,47.635,-52.8372,47.6416666666667,-52.8,2.9,3.5555,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4244795.0,ROCKY RIVER,NEAR COLINET,285.0,-999.0,47.2247,-53.5683,47.22542,-53.56792,0.1,297.32,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244800.0,"HUILE, RIVIERE A L'",PRES DE L'EMBOUCHURE,179.0,49.0,49.8014,-63.5731,49.80125,-63.57208,0.1,171.94,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244810.0,RIVIERE DARTMOUTH,EN AMONT DU RUISSEAU DU PAS DE DAME,645.0,18.0,48.9797,-64.6986,48.97958,-64.69875,0.0,632.47,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244820.0,RIVIERE YORK,SUNNY BANK,1010.0,-999.0,48.8342,-64.625,48.83417,-64.625,0.0,1008.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244830.0,RIVIERE NOUVELLE,PONT DE LA ROUTE 132,1140.0,15.0,48.1572,-66.3494,48.1575,-66.34833,0.1,1138.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244840.0,UPSALQUITCH RIVER,UPSALQUITCH,2270.0,-999.0,47.8322,-66.8869,47.83208,-66.88708,0.0,2266.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244850.0,RESTIGOUCHE RIVER,BELOW KEDGWICK RIVER,3160.0,122.0,47.6669,-67.4831,47.66708,-67.48375,0.1,3174.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244860.0,TETAGOUCHE RIVER,NEAR WEST BATHURST,363.0,-999.0,47.6558,-65.6936,47.65583,-65.69417,0.0,359.85,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244870.0,LITTLE SOUTHWEST MIRAMICHI RIVER,LYTTLETON,1340.0,-999.0,46.9358,-65.9072,46.93583,-65.9075,0.0,1323.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244871.0,SOUTH WEST BROOK,NEAR BAIE VERTE,93.2,-999.0,49.8935,-56.2221,49.8937,-56.2229,0.1,95.26,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244872.0,ISLE AUX MORTS RIVER,BELOW HIGHWAY BRIDGE,205.0,-999.0,47.6133,-59.0098,47.6125,-59.01,0.1,204.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244875.0,HARRYS RIVER,BELOW HIGHWAY BRIDGE,640.0,-999.0,48.5758,-58.3626,48.57583,-58.36333,0.1,637.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244880.0,SOUTHWEST MIRAMICHI RIVER,BLACKVILLE,5050.0,34.0,46.7358,-65.8256,46.73542,-65.82625,0.1,5107.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244890.0,RIVIERE MOISIE,ABOVE QNSLR BRIDGE,19000.0,17.0,50.3503,-66.1903,50.35042,-66.19042,0.0,19011.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244900.0,DUNK RIVER,WALL ROAD,114.0,8.0,46.3458,-63.6333,46.34542,-63.63292,0.1,113.78,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244910.0,MARGAREE RIVER,NEAR UPPER MARGAREE,357.0,-999.0,46.2233,-61.1367,46.22333,-61.13667,0.0,358.97,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244915.0,NORTHEAST MARGAREE RIVER,MARGAREE VALLEY,368.0,-999.0,46.3694,-60.9767,46.36917,-60.97583,0.1,367.37,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244920.0,GRAND RIVER,LOCH LOMOND,120.0,-999.0,45.73,-60.6033,45.72958,-60.60208,0.1,121.96,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244930.0,WALLACE RIVER,NEAR WENTWORTH CENTRE,298.0,29.0,45.6783,-63.5597,45.67833,-63.55917,0.0,300.2,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244940.0,MAGPIE RIVER,SORTIE DU LAC MAGPIE,7230.0,210.0,50.6858,-64.5808,50.68583,-64.58167,0.1,7157.9,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244945.0,MAGPIE RIVER,EN AMONT ROUTE 138,7590.0,91.0,50.3775,-64.4258,50.3775,-64.425,0.1,7573.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244950.0,SALMON RIVER,UNION,287.0,67.0,45.3983,-63.1231,45.39833,-63.12333,0.0,285.89,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244960.0,SAINT MARYS RIVER,STILLWATER,1350.0,-999.0,45.1733,-61.9817,45.17333,-61.98167,0.0,1346.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244970.0,BEAVERBANK RIVER,NEAR KINSAC,96.9,-999.0,44.8517,-63.665,44.8521,-63.6646,0.1,100.8,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244975.0,EAST RIVER,ST.MARGARETS BAY,26.9,-999.0,44.685,-63.8717,44.685,-63.8716666666667,0.0,25.007,Medium,Automatic,Area difference 5-10% and distance <= 5 km,merit
4244980.0,GOLD RIVER,MOSHER'S FALLS,370.0,38.0,44.5644,-64.3517,44.5646,-64.3521,0.0,368.8,High,Automatic,Area difference <= 5% and distance <= 5 km,hydrosheds
4244985.0,LA HAVE RIVER,WEST NORTHFIELD,1250.0,-999.0,44.4467,-64.5917,44.44708,-64.59042,0.1,1247.3,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244990.0,BEAR RIVER EAST BRANCH,BEAR RIVER,193.0,-999.0,44.5667,-65.6333,44.5666666666667,-65.6333333333333,0.0,199.27,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4244995.0,ROSEWAY RIVER,LOWER OHIO,495.0,-999.0,43.8383,-65.37,43.83792,-65.36958,0.1,497.39,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4245010.0,UNUK RIVER,NEAR STEWART,1480.0,140.0,56.3514,-130.6917,56.35167,-130.69667,0.3,1483.6,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4245015.0,SURPRISE CREEK,NEAR THE MOUTH,218.0,-999.0,56.1093,-129.4774,56.10958,-129.47708,0.0,219.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4245020.0,KISPIOX RIVER,NEAR HAZELTON,1880.0,-999.0,55.4338,-127.7162,55.43417,-127.7175,0.1,1920.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
4245025.0,NANIKA RIVER,AT OUTLET OF KIDPRICE LAKE,732.0,-999.0,53.9303,-127.4517,53.93042,-127.45208,0.0,730.0,High,Automatic,Area difference <= 5% and distance <= 5 km,merit
